보증_고유키,금융회사코드,금융회사명,상품종류,상품유형,금융상품코드,금융상품명
보증_0,2,KDB산업은행,목돈모으기,정기적금,100239000101,KDB 기업정기적금
보증_1,2,KDB산업은행,목돈모으기,정기적금,100238000101,KDB 자유적금
보증_2,2,KDB산업은행,목돈굴리기,정기예금,100237000101,KDB 정기예금
보증_3,2,KDB산업은행,입출금자유상품,자유입출금,100024000101,KDB뉴딜 기업통장
보증_4,2,KDB산업은행,입출금자유상품,자유입출금,100016000101,KDB Hi 비대면 입출금통장
보증_5,2,KDB산업은행,입출금자유상품,자유입출금,100014000101,KDB Hi 입출금통장
보증_6,2,KDB산업은행,입출금자유상품,자유입출금,100015000101,KDBdream Account
보증_7,2,KDB산업은행,입출금자유상품,자유입출금,0221100000,KDB부가가치세 매입자 납부전용예금
보증_8,2,KDB산업은행,목돈굴리기,정기예금,100038000101,일반 정기예금
보증_9,2,KDB산업은행,목돈모으기,정기적금,100025000101,일반 정기적금
보증_10,2,KDB산업은행,입출금자유상품,자유입출금,100011000201,행복지킴이 통장
보증_11,2,KDB산업은행,단기 운용상품,기타,100077000101,양도성 예금증서(CD)
보증_12,2,KDB산업은행,외화예금,외화예금,100205000101,하이플러스 외화정기예금
보증_13,2,KDB산업은행,외화예금,외화예금,100203000101,외화정기예금
보증_14,2,KDB산업은행,외화예금,외화예금,100202000101,외화보통예금
보증_15,2,KDB산업은행,외화예금,외화예금,100201000101,외화당좌예금
보증_16,2,KDB산업은행,입출금자유상품,자유입출금,100011000301,KDB 국민연금 안심(安心)통장
보증_17,2,KDB산업은행,목돈굴리기,정기예금,100229000101,콜옵션부(Callable) 구조화 정기예금
보증_18,2,KDB산업은행,입출금자유상품,자유입출금,100011000401,KDB 호국보훈지킴이통장
보증_19,2,KDB산업은행,입출금자유상품,자유입출금,100018000101,KDBdream 기업 Account
보증_20,2,KDB산업은행,입출금자유상품,자유입출금,100081000101,보증서담보대출 입금전용 보통예금
보증_21,3,IBK기업은행,자유적립식,적금,01211210113,IBK D-day적금
보증_22,3,IBK기업은행,자유적립식,적금,01211210102,IBK평생한가족통장[적금_자유적립식]
보증_23,3,IBK기업은행,"일시예치식,채권",,01511810025,IBK D-Day통장(단기중금채)
보증_24,3,IBK기업은행,"일시예치식,채권",,01511830082,1석7조통장(중금채)
보증_25,3,IBK기업은행,"자유적립식,채권",,01511880014,IBK 늘푸른하늘통장[적립식중금채]
보증_26,3,IBK기업은행,"일시예치식,채권",,01511830078,IBK평생한가족통장[중금채]
보증_27,3,IBK기업은행,자유적립식,적금,01211210109,i-ONE 놀이터적금
보증_28,3,IBK기업은행,자유적립식,저축,01211290101,주택청약종합저축
보증_29,3,IBK기업은행,일시예치식,예금,01211310130,1석7조통장(정기예금)
보증_30,3,IBK기업은행,수시입출금식,입출금,01111020063,IBK W소확행통장(입출금식)
보증_31,3,IBK기업은행,수시입출금식,입출금,01111020058,IBK썸통장(입출금식)
보증_32,3,IBK기업은행,"자유적립식,혼합식,채권",,01511880012,IBK W소확행통장[적립식중금채]
보증_33,3,IBK기업은행,"자유적립식,채권",,01511880005,1석7조통장[적립식중금채]
보증_34,3,IBK기업은행,"일시예치식,채권",,01511810018,할인맞춤채권(단기중금채_개인)
보증_35,3,IBK기업은행,"자유적립식,채권",,01511880003,IBK적립식중금채(개인)
보증_36,3,IBK기업은행,수시입출금식,,01111030029,IBK내사업처음통장
보증_37,3,IBK기업은행,"일시예치식,채권",,01511830097,IBK중기근로자우대중금채
보증_38,3,IBK기업은행,수시입출금식,,01111010516,중진공 정책자금 전용통장
보증_39,3,IBK기업은행,자유적립식,,01211210125,IBK청년도약계좌
보증_40,3,IBK기업은행,수시입출금식,,01111010080,IBK중기근로자급여파킹통장
보증_41,3,IBK기업은행,일시예치식,예금,01211310140,IBK혁신창업기업응원통장[실세금리정기예금]
보증_42,3,IBK기업은행,"일시예치식,채권",,01511830096,IBK혁신창업기업응원통장[중소기업금융채권]
보증_43,3,IBK기업은행,자유적립식,적금,01211210124,IBK부모급여우대적금
보증_44,3,IBK기업은행,자유적립식,적금,01211210122,IBK중기근로자우대적금
보증_45,3,IBK기업은행,자유적립식,적금,01211210121,IBK탄소제로적금
보증_46,3,IBK기업은행,수시입출금식,,01111020073,IBK장병급여안심통장
보증_47,3,IBK기업은행,수시입출금식,,01111020071,IBK도토리통장
보증_48,3,IBK기업은행,수시입출금식,,01111010078,i-ONE U 통장
보증_49,3,IBK기업은행,정액적립식,,01211220034,IBK ALL바른기업통장(정기적립식)
보증_50,3,IBK기업은행,"자유적립식,채권",,01511880017,직장인우대MY통장(적립식중금채)
보증_51,3,IBK기업은행,수시입출금식,저축,01111020070,IBK취업이룸통장(저축예금)
보증_52,3,IBK기업은행,자유적립식,,01211220033,IBK ALL바른기업통장(자유적립식)
보증_53,3,IBK기업은행,일시예치식,예금,01211310136,IBK ALL바른기업통장(실세금리정기예금)
보증_54,3,IBK기업은행,"일시예치식,채권",,01511830093,IBK ALL바른기업통장(중금채)
보증_55,3,IBK기업은행,수시입출금식,,01111010076,IBK임금채권전용통장
보증_56,3,IBK기업은행,수시입출금식,,01111010077,IBK주택연금지킴이통장
보증_57,3,IBK기업은행,수시입출금식,,01111020069,IBK주거래생활금융통장
보증_58,3,IBK기업은행,자유적립식,적금,01211210116,IBK생활금융적금
보증_59,3,IBK기업은행,자유적립식,적금,01211210115,IBK첫만남통장(적금)
보증_60,3,IBK기업은행,"일시예치식,채권",,01511830092,IBK첫만남통장(중금채)
보증_61,3,IBK기업은행,자유적립식,적금,01211210114,IBK I LOVE KOREA(정기적금)
보증_62,3,IBK기업은행,"자유적립식,채권",,01511880015,IBK LG페이통장(적립식중금채)
보증_63,3,IBK기업은행,수시입출금식,입출금,01111010072,IBK 늘푸른하늘통장[입출금식]
보증_64,3,IBK기업은행,정액적립식,적금,01211220032,IBK늘푸른하늘통장(기업)[적금]
보증_65,3,IBK기업은행,"일시예치식,채권",,01511830090,IBK 늘푸른하늘통장[거치식]
보증_66,3,IBK기업은행,수시입출금식,,01111020067,IBK 군인연금평생안심통장
보증_67,3,IBK기업은행,"정액적립식,채권",,01511880300,IBK스마트적립식중금채
보증_68,3,IBK기업은행,수시입출금식,,01111020065,IBK 간편한 통장
보증_69,3,IBK기업은행,수시입출금식,,01111010070,IBK희망지킴이통장
보증_70,3,IBK기업은행,수시입출금식,,01111010071,IBK 성공의 법칙 통장
보증_71,3,IBK기업은행,정액적립식,적금,01211220031,IBK 성공의 법칙 적금
보증_72,3,IBK기업은행,일시예치식,예금,01211310134,IBK 성공의 법칙 예금(실세금리정기예금)
보증_73,3,IBK기업은행,일시예치식,예금,01511810023,IBK 성공의 법칙 예금(단기중금채(기업))
보증_74,3,IBK기업은행,일시예치식,예금,01511830089,IBK 성공의 법칙 예금(복리채)
보증_75,3,IBK기업은행,수시입출금식,입출금,01111010069,IBK W소확행통장(입출금식)
보증_76,3,IBK기업은행,"자유적립식,채권",,01511880011,IBK카카오페이통장[적립식중금채]
보증_77,3,IBK기업은행,자유적립식,적금,01211210112,IBK장병내일준비적금
보증_78,3,IBK기업은행,자유적립식,저축,01211290102,청년 우대형 주택청약종합저축
보증_79,3,IBK기업은행,자유적립식,적금,01211210111,W효도적금
보증_80,3,IBK기업은행,"일시예치식,채권",,01511830085,중소기업금융채권
보증_81,3,IBK기업은행,"일시예치식,채권",,01511810019,할인맞춤채권(단기중금채_기업)
보증_82,3,IBK기업은행,일시예치식,예금,01211310129,#All4biz 예금[실세금리정기예금]
보증_83,3,IBK기업은행,채권,예금,01511830081,#All4biz 예금[중금채]
보증_84,3,IBK기업은행,수시입출금식,,01111020059,i-미래통장
보증_85,3,IBK기업은행,"자유적립식,채권",,01511880004,IBK적립식중금채(기업)
보증_86,3,IBK기업은행,자유적립식,적금,01211210110,IBK썸통장[적금]
보증_87,3,IBK기업은행,자유적립식,적금,01211220028,IBK성공맞춤적금
보증_88,3,IBK기업은행,일시예치식,예금,01211310127,i-ONE 놀이터예금
보증_89,3,IBK기업은행,수시입출금식,,01111010601,IBK부가가치세 매입자 납부전용통장
보증_90,3,IBK기업은행,수시입출금식,,01111020057,IBK호국보훈지킴이통장
보증_91,3,IBK기업은행,일시예치식,예금,01211310122,IBK변동금리예금&중금채(실세금리정기예금) [만기지급식]
보증_92,3,IBK기업은행,일시예치식,예금,01211310123,IBK변동금리예금&중금채(실세금리정기예금) [이자지급식]
보증_93,3,IBK기업은행,"일시예치식,채권",예금,01511830079,IBK변동금리예금&중금채(중금채)
보증_94,3,IBK기업은행,자유적립식,적금,01211210106,희망 e-룸 변동금리적금
보증_95,3,IBK기업은행,수시입출금식,,01111010062,IBK주식거래 캐시백통장
보증_96,3,IBK기업은행,수시입출금식,,01111020054,IBK 공무원연금 평생안심통장
보증_97,3,IBK기업은행,수시입출금식,입출금,01111010061,IBK나라사랑통장[입출금식]
보증_98,3,IBK기업은행,수시입출금식,,01111010060,IBK평생주거래기업통장
보증_99,3,IBK기업은행,자유적립식,적금,01211210104,IBK미소드림적금
보증_100,3,IBK기업은행,정액적립식,적금,01211210103,IBK평생한가족통장[적금_정액적립식]
보증_101,3,IBK기업은행,일시예치식,예금,01211310121,IBK평생한가족통장[정기예금]
보증_102,3,IBK기업은행,자유적립식,적금,01211210097,IBK평생든든자유적금
보증_103,3,IBK기업은행,수시입출금식,,01111030506,IBK하도급지킴이통장
보증_104,3,IBK기업은행,자유적립식,적금,01211210095,IBK사랑나눔적금
보증_105,3,IBK기업은행,수시입출금식,입출금,01111010051,IBK I LOVE KOREA [입출금식]
보증_106,3,IBK기업은행,일시예치식,예금,01211310109,보험품은 정기예금
보증_107,3,IBK기업은행,수시입출금식,,01111010046,IBK유치원&어린이집우대통장
보증_108,3,IBK기업은행,수시입출금식,,01111010044,IBK평생설계통장
보증_109,3,IBK기업은행,수시입출금식,,01111020044,IBK국민연금안심통장
보증_110,3,IBK기업은행,정액적립식,적금,01211210081,IBK군인적금
보증_111,3,IBK기업은행,정액적립식,적금,01211210077,독도는 우리땅통장 [정기적금]
보증_112,3,IBK기업은행,수시입출금식,,01111010039,IBK행복지킴이통장
보증_113,3,IBK기업은행,자유적립식,적금,01211210069,독도는 우리땅통장[IBK월복리자유적금]
보증_114,3,IBK기업은행,정액적립식,,01211220021,상호부금
보증_115,3,IBK기업은행,자유적립식,적금,01211210068,IBK월복리자유적금
보증_116,3,IBK기업은행,일시예치식,예금,01211310089,IBK회전정기예금
보증_117,3,IBK기업은행,정액적립식,,01211220004,주거래기업부금(정액적립식)
보증_118,3,IBK기업은행,자유적립식,,01211220005,주거래기업부금(자유적립식)
보증_119,3,IBK기업은행,일시예치식,예금,01211310003,실세금리정기예금
보증_120,3,IBK기업은행,수시입출금식,예금,01111030003,IBK플러스기업자유예금
보증_121,3,IBK기업은행,일시예치식,예금,01211320001,양도성예금증서 [CD]
보증_122,3,IBK기업은행,일시예치식,,01211330001,표지어음
보증_123,3,IBK기업은행,수시입출금식,예금,01111030001,기업자유예금
보증_124,3,IBK기업은행,정액적립식,적금,01211210002,가계우대정기적금 [정액적금]
보증_125,3,IBK기업은행,정액적립식,적금,01211210001,정기적금 [정액적금]
보증_126,3,IBK기업은행,수시입출금식,저축,01111020001,저축예금
보증_127,3,IBK기업은행,일시예치식,예금,01211310001,정기예금
보증_128,3,IBK기업은행,수시입출금식,예금,01111010001,보통예금
보증_129,7,수협,예금,거치식예금,D00200,Sh첫만남우대예금
보증_130,7,수협,예금,정기예금,D00190,Sh해양플라스틱Zero!법인예금
보증_131,7,수협,예금,거치식예금,D00175,헤이(Hey)정기예금
보증_132,7,수협,예금,자유적립식/정액적립식예금,D00169,Sh해양플라스틱Zero!적금
보증_133,7,수협,예금,거치식예금,D00168,Sh해양플라스틱Zero!예금
보증_134,7,수협,예금,자유적립식/정액적립식예금(택1),D00131,Sh보고싶다!명태야적금II(개인)
보증_135,7,수협,예금,자유적립식/정액적립식예금(택1),D00132,Sh보고싶다!명태야적금II(기업)
보증_136,7,수협,예금,적립식예금,D00011,Sh월복리자유적금
보증_137,7,수협,예금,적립식예금,D00035,더플러스정액적금
보증_138,7,수협,예금,적립식예금,D00032,더플러스자유적금Ver.2
보증_139,7,수협,예금,거치식예금,D00058,사랑해정기예금(실세금리정기예금)
보증_140,7,수협,예금,적립식예금,D00074,신자유부금
보증_141,7,수협,예금,거치식예금,D00037,독도사랑예금
보증_142,7,수협,예금,적립식예금,D00102,파트너가계적금
보증_143,7,수협,예금,정액적립식,D00206,Sh똑똑한우리아이적금
보증_144,7,수협,예금,입출금이자유로운예금,D00202,Sh매일받는통장
보증_145,7,수협,예금,정액적립식/자유적립식예금,D00174,헤이(Hey)적금
보증_146,7,수협,예금,정액적립식예금,D00180,Real적금
보증_147,7,수협,예금,입출금이자유로운예금,D00179,Real통장
보증_148,7,수협,예금,입출금이자유로운예금,D00148,Sh내가만든통장
보증_149,7,수협,예금,입출금이자유로운예금,D00143,잇(it)딴주머니통장
보증_150,7,수협,예금,정액적립식예금,D00145,여행적금
보증_151,7,수협,예금,자유적립식예금,D00137,Sh평화수호적금
보증_152,7,수협,예금,입출금이자유로운예금,D00015,Sh평생주거래우대통장
보증_153,7,수협,예금,자유적립식,D00207,Sh어촌청년을응원海
보증_154,7,수협,예금,입출금이자유로운예금,D00204,Sh해양플라스틱Zero!법인MMDA
보증_155,7,수협,예금,입출금이자유로운예금,D00193,Sh해양플라스틱Zero!법인입출금통장
보증_156,7,수협,예금,입출금이자유로운예금,D00189,Sh취업이룸통장
보증_157,7,수협,예금,입출금이자유로운예금,D00188,Sh주택연금지킴이통장
보증_158,7,수협,예금,입출금이자유로운예금,D00172,Sh다!모아기업자금관리통장
보증_159,7,수협,예금,입출금이자유로운예금,D00152,Sh군인연금평생안심통장
보증_160,7,수협,예금,입출금이자유로운예금,D00151,좋은수!Sh주거래기업통장
보증_161,7,수협,예금,입출금이자유로운예금,D00142,Sh고마워요!하도급지킴이통장
보증_162,7,수협,예금,자유적립식예금,D00139,Sh장병내일준비적금
보증_163,7,수협,예금,입출금이자유로운예금,D00133,Sh보증서대출전용통장
보증_164,7,수협,예금,입출금이자유로운예금,D00127,Sh海우리패키지통장
보증_165,7,수협,예금,거치식예금,D00013,Sh평생주거래우대예금
보증_166,7,수협,예금,적립식예금,D00007,Sh100세만기자유적금
보증_167,7,수협,예금,거치식예금,D00052,사랑해나누리예금
보증_168,7,수협,예금,적립식예금(정액적립식),D00018,Sh행복한미래적금
보증_169,7,수협,예금,입출금이자유로운예금,D00004,Every-Day기업예금
보증_170,7,수협,예금,입출금이자유로운예금,D00057,사랑해사장님통장
보증_171,7,수협,예금,입출금이자유로운예금,D00008,Sh공무원연금평생안심통장
보증_172,7,수협,예금,입출금이자유로운예금,D00069,수협국민연금안심통장
보증_173,7,수협,예금,입출금이자유로운예금,D00065,샐러리맨리치예금
보증_174,7,수협,예금,거치식예금,D00124,어촌복지예금(거치식예금)
보증_175,7,수협,예금,입출금이자유로운예금,D00123,어촌복지예금(입출금이자유로운예금)
보증_176,7,수협,예금,입출금이자유로운예금,D00050,사랑해기업통장
보증_177,7,수협,예금,입출금이자유로운예금,D00158,가계당좌예금
보증_178,7,수협,예금,입출금이자유로운예금,D00157,당좌예금
보증_179,7,수협,예금,거치식예금,D00156,노후보장정기예금
보증_180,7,수협,예금,거치식예금,D00155,표지어음
보증_181,7,수협,예금,,D00120,비과세종합저축
보증_182,7,수협,예금,적립식예금,D00096,정기적금
보증_183,7,수협,예금,거치식예금,D00094,일반정기예금
보증_184,7,수협,예금,입출금이자유로운예금,D00093,저축예금
보증_185,7,수협,예금,입출금이자유로운예금,D00079,어민사랑예금
보증_186,7,수협,예금,거치식예금,D00078,양도성예금증서
보증_187,7,수협,예금,적립식예금,D00062,상호부금
보증_188,7,수협,예금,입출금이자유로운예금,D00044,보통예금
보증_189,7,수협,예금,적립식예금,D00038,독도사랑학생부금
보증_190,7,수협,예금,입출금이자유로운예금,D00022,기업자유예금
보증_191,34,광주은행,,,DEP20231123001,365파킹통장
보증_192,34,광주은행,,,DEP20231114001,중도해지 괜찮Wa예금
보증_193,34,광주은행,,,DEP20230922002,텔레파시적금
보증_194,34,광주은행,,,DEP20230922001,The플러스예금
보증_195,34,광주은행,,,DEP20230906001,VIP플러스적금
보증_196,34,광주은행,,,DEP20230614001,KJB청년도약계좌
보증_197,34,광주은행,,,DEP20230605001,법인파트너통장
보증_198,34,광주은행,,,DEP20230209001,굿스타트예금
보증_199,34,광주은행,,,DEP20220802001,모임적금
보증_200,34,광주은행,,,DEP20220718001,여행스케치_남도투어적금
보증_201,34,광주은행,,,DEP20220520002,전남청년미래적금
보증_202,34,광주은행,,,DEP20220520001,해피라이프_여행스케치적금Ⅴ
보증_203,34,광주은행,,,DEP20220225001,쏠쏠한MY디지털적금
보증_204,34,광주은행,,,DEP20220214002,당선기원통장
보증_205,34,광주은행,,,DEP20210923001,저금통적금
보증_206,34,광주은행,,,DEP20210923002,행운박스예금
보증_207,34,광주은행,,,DEP20210607001,KJB주택연금 지킴이 통장
보증_208,34,광주은행,,,DEP20210602001,당좌예금
보증_209,34,광주은행,,,DEP20210602002,가계당좌예금
보증_210,34,광주은행,,,DEP20210428001,불타는청춘통장
보증_211,34,광주은행,,,DEP20210428002,불타는청춘적금
보증_212,34,광주은행,,,DEP20210423001,쏠쏠한MY통장
보증_213,34,광주은행,,,DEP20200206001,내통장
보증_214,34,광주은행,,,DEP20190730001,아이키움통장Ⅱ
보증_215,34,광주은행,,,DEP20190730002,아이키움적금Ⅱ
보증_216,34,광주은행,,,DEP20190627001,KJB군인연금 평생안심통장
보증_217,34,광주은행,,,DEP20190208001,KJB산재보험급여 희망지킴이통장
보증_218,34,광주은행,,,DEP20181015001,Y적금
보증_219,34,광주은행,,,DEP20181015002,Y-Like통장
보증_220,34,광주은행,,,DEP20180828001,KJB장병내일준비적금
보증_221,34,광주은행,,,DEP20101019001,스마트모아Dream정기적금
보증_222,34,광주은행,,,DEP20101101026,스마트모아Dream정기예금
보증_223,34,광주은행,,,DEP20170713002,KJB주거래적금II
보증_224,34,광주은행,,,DEP20101101005,새희망적금
보증_225,34,광주은행,,,DEP20150107001,꿈모아매일적금
보증_226,34,광주은행,,,DEP20110413002,일반정기적금
보증_227,34,광주은행,,,DEP20180330001,KJB 보증서 담보대출 입금전용계좌
보증_228,34,광주은행,,,DEP20110413001,상호부금
보증_229,34,광주은행,,,DEP20171224001,KJB부가가치세 매입자 납부전용통장
보증_230,34,광주은행,,,DEP20170420001,보통예금
보증_231,34,광주은행,,,DEP20170420002,저축예금
보증_232,34,광주은행,,,DEP20160920001,양도성예금증서(CD)
보증_233,34,광주은행,,,DEP20151229001,공무원연금 평생안심통장
보증_234,34,광주은행,,,DEP20150126001,해외송금전용통장(Auto Transfer Account)
보증_235,34,광주은행,기업자유예금,,DEP20131223001,광주 하도급지킴이 기업통장
보증_236,34,광주은행,,,DEP20130129001,KJB국민연금 안심(安心)통장
보증_237,34,광주은행,,,DEP20111010001,표지어음
보증_238,34,광주은행,,,DEP20110819001,미즈월복리정기예금
보증_239,34,광주은행,,,DEP20110404001,KJB행복지킴이 통장
보증_240,34,광주은행,,,DEP20101101009,KJB아파트사랑정기예금
보증_241,34,광주은행,,,DEP20101101011,플러스안심CD
보증_242,34,광주은행,,,DEP20101101014,뱅크라인통장
보증_243,34,광주은행,,,DEP20101101017,황금보너스예금
보증_244,34,광주은행,,,DEP20101101019,기업자유예금
보증_245,34,광주은행,,,DEP20101101020,일반정기예금
보증_246,34,광주은행,,,DEP20101101027,비즈니스클래스 통장
보증_247,34,광주은행,,,DEP20101101029,불타는청춘예금
보증_248,34,광주은행,,,DEP20101101030,플러스다모아예금
보증_249,34,광주은행,,,DEP20101101031,플러스회전정기예금
보증_250,34,광주은행,,,DEP20110102001,기업황금보너스예금
보증_251,35,제주은행,정기예금,정기예금,,스마일드림정기예금
보증_252,35,제주은행,정기적금(자유적립식),정기적금(자유적립식),,탐이나요적금
보증_253,35,제주은행,정기적금(자유적립식),정기적금(자유적립식),,김만덕나눔적금
보증_254,35,제주은행,정기예금,정기예금,,J 정기예금
보증_255,35,제주은행,,,,MZ플랜 적금
보증_256,35,제주은행,"보통예금, 저축예금","보통예금, 저축예금",,탐나는 J 주거래 통장
보증_257,35,제주은행,"보통예금, 기업자유예금, 저축예금","보통예금, 기업자유예금, 저축예금",,탐나는 J 사업자 통장
보증_258,35,제주은행,"보통예금, 저축예금","보통예금, 저축예금",,탐나는 J 연금 통장
보증_259,35,제주은행,"보통예금, 저축예금","보통예금, 저축예금",,탐나는 J 직장인 통장
보증_260,35,제주은행,보통예금,보통예금,,J 간편한통장
보증_261,35,제주은행,저축예금,저축예금,,제주 군인연금 평생안심통장
보증_262,35,제주은행,저축예금,저축예금,,제주희망지킴이통장
보증_263,35,제주은행,정기적금(자유적립식),정기적금(자유적립식),,제주은행 장병내일준비적금
보증_264,35,제주은행,보통예금,보통예금,,JJB 보증서 담보대출 입금전용계좌
보증_265,35,제주은행,"보통예금, 기업자유예금(MMDA제외)","보통예금, 기업자유예금(MMDA제외)",,탐나는 J 법인통장
보증_266,35,제주은행,"보통예금, 기업자유예금(MMDA 제외)","보통예금, 기업자유예금(MMDA 제외)",,탐나는 J 임의단체통장
보증_267,35,제주은행,정기예금,정기예금,,제주DREAM 정기예금
보증_268,35,제주은행,적립식예금(정기적립식),적립식예금(정기적립식),,새희망키움적금
보증_269,35,제주은행,적립식예금(자유적립식),적립식예금(자유적립식),,모아모아 월복리적금
보증_270,35,제주은행,적립식예금(정기적립식),적립식예금(정기적립식),,이어도사랑적금
보증_271,35,제주은행,적립식예금(자유적립식),적립식예금(자유적립식),,행복을 가꾸는 통장
보증_272,35,제주은행,적립식예금(자유적립식),적립식예금(자유적립식),,매일모아부금
보증_273,35,제주은행,적립식예금(정기적립식),적립식예금(정기적립식),,정기적금
보증_274,35,제주은행,저축예금,저축예금,,365고수익예금-가계형
보증_275,35,제주은행,기업자유예금,기업자유예금,,365고수익예금-기업형
보증_276,35,제주은행,"보통예금, 저축예금","보통예금, 저축예금",,멤버쉽통장
보증_277,35,제주은행,보통예금,보통예금,,BIG증권거래예금
보증_278,35,제주은행,저축예금,저축예금,,제주 국민연금 안심통장
보증_279,35,제주은행,저축예금,저축예금,,제주 행복지킴이 통장
보증_280,35,제주은행,저축예금,저축예금,,제주공무원연금 평생안심통장
보증_281,35,제주은행,"보통예금, 저축예금, 기업자유예금","보통예금, 저축예금, 기업자유예금",,제은 모아팩 서비스
보증_282,35,제주은행,"보통예금, 저축예금, 기업자유예금","보통예금, 저축예금, 기업자유예금",,뱅크라인통장
보증_283,35,제주은행,저축예금,저축예금,,스쿨뱅킹 전용통장
보증_284,35,제주은행,"보통예금, 저축예금, 가계당좌예금, 당좌예금, 기업자유예금","보통예금, 저축예금, 가계당좌예금, 당좌예금, 기업자유예금",,사업자성공통장
보증_285,35,제주은행,저축예금,저축예금,,저축예금
보증_286,35,제주은행,보통예금,보통예금,,보통예금
보증_287,35,제주은행,기업자유예금,기업자유예금,,기업자유예금
보증_288,35,제주은행,정기예금,정기예금,,정기예금
보증_289,35,제주은행,,,,퇴직연금정기예금
보증_290,35,제주은행,정기예금,정기예금,,ISA(개인종합자산관리계좌)정기예금
보증_291,35,제주은행,표지어음,표지어음,,표지어음
보증_292,35,제주은행,단기금융상품,단기금융상품,,양도성예금증서(CD)
보증_293,35,제주은행,"보통예금, 저축예금, 가계당좌예금, 기업자유예금","보통예금, 저축예금, 가계당좌예금, 기업자유예금",,한마음종합통장
보증_294,35,제주은행,보통예금,보통예금,,당선기원통장
보증_295,35,제주은행,국고예금,국고예금,,국고예금
보증_296,37,전북은행,저축예금,저축예금,10011002100430000,씨드모아 통장(저축)
보증_297,37,전북은행,저축예금,저축예금,10011002100410000,JB 언택트 통장(저축)
보증_298,37,전북은행,"보통예금, 저축예금","보통예금, 저축예금",10011002100011007,JB PLUS YOUNG 통장(저축)
보증_299,37,전북은행,저축예금,저축예금,10011002100380000,JB MY금고
보증_300,37,전북은행,"보통예금, 저축예금","보통예금, 저축예금",10011002100011001,JB 주거래통장(저축)
보증_301,37,전북은행,저축예금,저축예금,10011002100340000,JB 아이 꿈 통장
보증_302,37,전북은행,"보통예금, 저축예금","보통예금, 저축예금",10011002100011006,JB 모임통장(저축)
보증_303,37,전북은행,저축예금,저축예금,10011002100011005,JB 최강전북축구사랑통장(저축)
보증_304,37,전북은행,보통예금,보통예금,10011001300230000,JB SMART-APP 통장
보증_305,37,전북은행,"보통예금, 저축예금","보통예금, 저축예금",10011002100011002,JB 골든에이지 통장(저축)
보증_306,37,전북은행,보통예금,보통예금,10011001300010000,보통예금
보증_307,37,전북은행,보통예금,보통예금,10011001300210000,JB Bravo KOREA 통장
보증_308,37,전북은행,저축예금,저축예금,10011002100010000,저축예금
